,Text
39938,CHRISTÓBAL GÓMEZ
39967,ALONSO LUCAS
39969,JUAN BAUTISTA
39972,JUAN DE ACUÑA
39977,GARCÍA DE PADILLA
39990,GARCÍA
40002,AMOLE
40054,MAZATL
40225,XIUTLTECUTLE
40230,TEQUTLE
40249,XIUTLTEQUTLE
40265,TEUQUTLATLQUEMI
40287,CAPITÁN
40288,CORONADO
40298,señor principal
40721,LUlS DE ÁVALOS
40723,JUAN GASPAR
40832,Tonaya
40859,ITZTECUHTLI
40873,JERÓNIMO
41066,JUAN ÁLVAREZ
41068,ANTÓN DE LUNA
41251,EREAPE
41390,RODRIGO DE BALCÁZAR
41397,muy reverendos señores
41408,FRANCISCO TELLO DE GUZMÁN
41410,ALTAMIRANO
41418,MARTÍN PÉREZ DE URANZUA
41419,MIGUEL DE CASTRO
41420,HERNANDO DE LA FUENTE
41421,GUTIERRE DE SEGURA
41441,MARTÍN PÉREZ DE URANZU
41442,MARTÍN DE RENTERÍA
41443,MARTÍN DE URRUTIA
41444,MARTÍN DE OÑES
41445,MARTÍN DE ZÁRRAGA
41448,PEDRO DE HERMOSILLA
41449,MARTÍN DE GAMÓN
41450,JUAN NAVARRO
41451,JUAN DE LOERA
41452,DIEGO VERDUGO DE VEGA
41453,DIEGO DE VILLALOBOS
41454,JUAN DE ZUMAYA
41456,JUAN GARCÍA
41468,principal
41469,ZAIN
41561,FRANCISCO BATIDOR
41701,excelente
41704,LUIS DE VELASCO
41707,PEDRO DE AHUMADA SÁMANO
41712,mestre de campo
41713,CRISTÓBAL DE ARGÜELLO
41818,DIEGO
41820,CRISTÓBAL YAMANCUEX
41825,RODRIGO DEL RÍO DE LOSA
42151,sacratisima
42152,VIRGEN MARÍA
42154,señora nuestra
42159,nuestra Señora
42162,NUESTRA SEÑORA
42163,NUESTRA SEÑORA DEL ROSARIO
42164,JESÚS
42172,hermanos
42202,FRANCISCO MARTÍNEZ
42205,ANTONIO DE LIÑÁN
42206,predicador
42238,COMENDADOR
42239,DIEGO DE IBARRA
42240,JUANES DE TOLOSA
42282,FRANCISCO DE AGUILAR
42283,carboneros
42315,PEDRO DE AHUMADA SAMANO
42357,sacratísima
42359,SAN JUAN EVANGELISTA
42365,sacratísimo
42374,SAN MARTÍN
42377,NUESTRO SEÑOR
42382,SAN JERÓNIMO
42394,SAN MIGUEL ARCÁNGEL
42395,SAN PEDRO
42396,SAN PABLO
42401,PEDRO VERDUGO
42432,NUESTRA SEÑORA y DE LAS ANIMAS DEL PURGATORIO
42449,GOBERNADOR
42450,FRANCISCO DE IBARRA
42455,PEDRO DE QUIROGA
42517,DIEGO DE COLIO
42518,juez de residencia
42531,DIEGO DE Como
42532,lugarteniente
42533,ALONSO GARCÍA
42629,JUAN FERNÁNDEZ DE CASTRO
42631,JUAN GUERRA
42668,ALONSO LÓPEZ DE LOIS
42713,HERNÁN SÁNCHEZ
42718,alférez general
42998,MARTÍN PÉREZ
42999,FERNANDO DE LA FUENTE
43002,JUAN DE SEGURA
43003,LEONOR ALVAREZ
43008,Santa Leocadia
43028,LUIS MENDOZA DE HARO
43054,DIEGO NIETO MALDONADO
43060,juez de Comisión
43061,justicia mayor
43070,JUAN VIGENTE
43071,HERNÁN GARCÍA
43074,ESTEBAN GARCÍA
43183,PEDRO CARRILLO DÁVILA
43184,PEDRO CALDERA
43185,MARTÍN MORENO
43197,capitanejos
43318,sacerdote clérigo
43326,CRISTÓBAL CALDERA
43329,juez
43334,JUAN VICENTE
43337,PEDRO RAMÍREZ
43382,FRANCISCO DE SORNOSSA
43383,DIEGO SARMIENTO
43387,DIEGO LOZANO
43392,FRANCISCO VÁZQUEZ
43395,DIEGO MARTÍN
43398,DIEGO DE ESPINOSA
43423,SACERDOTE CLÉRIGO
43621,BENEFICIADO
43664,FRANCISCO DE SORNOSA
43686,CLÉRIGOS
43749,ordinarios
43785,PEDRO DE MONTARAZ ZAMORANO
43926,hombres
43927,mujeres
44057,PEDRO DE MONJARAZ ZAMORANO
44064,Cristóbal Godínez Maldonado
44077,CRISTÓBAL GODÍNEZ
44088,CRISTÓBAL GODÍNEZ MALDONADO
44218,prepósitos
44456,ARZOBISPO
44458,ALONSO DE MONTÚFAR
44465,DUQUE DEL VALLE DE TOLUCA
44478,SANTIAGO
44486,MARTÍN PARTIDOR
44487,REY
44522,JUAN DE LA VEGA
44524,Majesttad
44526,escri bano
44536,GREGORIO DE TEJADA
44540,MATEO DE TEJADA
44541,DOÑA JUANA
44543,JUAN DE GAONA
44545,ALONSO DE HERRERA
44546,ANTONIO DE SANDOVAL
44547,MIGUEL DE SAN JUAN
44573,FRAY DIEGO DE OLARTE
44598,TECPANECATL CHICHTLI
44600,TECPANECATL
44606,TECPANECATL TOTEC
44610,CUIXCOCATL
44788,MOCTEZUMA
44793,CHICHIMECA-TECUTLE
45140,ALONSO VÁZQUEZ
45147,señor corregidor
45151,JUAN RENDÓN
45152,PEDRO ZAPATA
45153,MARTÍN LÓPEZ DE SALCEDO
45173,Fernando Alonso de Estrada
45185,monarcas
45186,césares
45188,predominador
45226,prelados
45227,arzobispos
45228,obispos
45229,inquisidores
45239,generales
45240,senadores
45241,magistrados
45245,caballeros
45246,letrados
45287,arzobispo
45289,Pedro Moya de Contreras
45335,puchtecas
45351,maese de Campo
45352,Gonzalo de Sandoval
45355,Juan de Mesa
45358,bachiller Moreno
45464,beneficiado Moreno
45529,alguacil
45662,Señor San Francisco
45663,Limpia Concepción de Nuestra Señora
45686,maese de campo
45687,Sandoval
45690,Gonzalo Cerezo
45691,alguacil mayor de Corte
45694,María de Espinosa
45738,frailes agustinos
45855,Bernardino de Torres
45856,doña
45857,Bernaldina de Torres
45860,Pedro de Osorio
45861,Luis de Godoy
45876,Alonso de Santiago
45879,Francisco González
45885,tupiles
45892,Nuestra Señora de la Asunción
45893,señor San Miguel
45945,Miguel de Escobar
45990,Juan de Cisneros
45992,María de Cisneros
45993,Mateo Vázquez de Cisneros
46045,ministriles
46068,hijodalgo
46069,Martín de Ircio
46074,María de Mendoza
46080,María de Ircio
46091,Francisco de Velasco
46093,orden de Santiago
46094,Diego de Ibarra
46098,María de Castilla
46101,Agustín de Ircio
46104,Miguel de Mendoza
46121,señor San Agustín
46194,Mateo Vásquez de Cisneros
46271,cadañegos
46279,señor Santiago
46281,Pedro Martín
46285,doña Cristina
46286,doña Constanza
46288,Cristina
46289,Juan Gutiérrez
46293,Burguillos
46294,fraile francisco
46295,Isidro Moreno de Morillas
46297,Catalina de Casasola
46298,Bernardino de Casasola
46316,doctor Farfán
46317,doctor Lope de Miranda
46318,doctor Cárcamo de Valdés
46319,doctor Arévalo Sedeño
46320,alcaldes de Corte
46321,doctor Robles
46322,doctor Santiago DE Vera
46325,Melchor de Legazpi
46327,factor
46328,Martín de Irigoyen
46329,tesorero
46330,Ruy Díaz de Mendoza
46332,Fernando Alfonso de Estrada
46349,virrey
46352,comendador
46353,Cristóbal Salazar
46421,Jerónimo Bustamante
46426,Jerónimo de Bustamante
46470,Cristóbal de Salazar
46474,Francisco de Villacastín
46480,viejos
46498,Totomihua Chichimecatl
46499,Aculhua
46500,Acatonal
46700,Quetzalcoatl
46729,tlenamacas
47067,Huehuetotomihua
47081,Cehuatzin
47088,Totomihua Xocoyotl
47096,Tuzmacuex
47120,Chanticontzin
47121,Xayatzin
47127,Tuxmacuex
47133,Nonoaltzin
47140,Nezahualcoyotl
47153,Tlacoquentzin
47173,Teuhtlipopoca
47191,Francisco Yolictzin
47239,huichilobos
47577,Jéronimo de Bustamante
47681,cirujanos
47866,salineros
47914,albañiles
47916,carpinteros
47917,herreros
47918,encaladores
48004,Señora del Rosario
48075,San Andrés Apóstol
48081,Huaxomatl
48082,Chalchiuhtlatonac
48083,Tlatzcantecuhtli
48119,Fernando de Oñate
48280,Alonso de Cuevas
48392,Tlazcantecuhtli
48393,Nenequitzin
48416,Tezcapoctzin
48439,Coatzin Tecuhtli
48454,Tezcapuctzin
48467,Matlacuahuacatzin
48489,Momanticatzin
48491,Tlalatzin Tecuhtli
48503,Cocotzin Tecuhtli
48514,Acxoyatlatoatzin
48515,Nezahualpilli
48521,Pedro Pacheco
48522,Tomás Pacheco
48572,Huitzilopochtli
48979,Apaztli Chichimecatl
48987,Apaztli
49226,Huichilobos
49464,Alejo de Murguía
49466,repartidor
49470,Juan de Placencia
49471,Francisco Hernández de la Puente
49472,Antonio Ruiz Beltrán
49475,Garci Gómez
49489,Martín
49493,Francisco Ximénes
49497,Francisco
49625,Imetzxayac
49774,Conquistador
49775,Isidro Moreno
49777,Juan de Tolosa Olea
49787,ESCRIBANO
49793,Juan de Tolosa
49808,dellas
49813,Francisco de Villafuerte
49821,Jorge de Alvarado
49858,Cortés
49867,Juan Rodríguez de Villafuerte
50026,Citlalteuctli
50631,PEDRO DE LEDESMA
50665,HERNANDO CORTÉS
50669,emperador
50671,RODRIGO DE CASTAÑEDA
50672,MIGUEL DÍAZ DE AUX
50792,JUAN DE CABRA
50793,MURIEL
50794,JUAN DE SALCEDO
50806,SEBASTIÁN RAMÍREZ
50833,MOTEZUMA
50939,Pedro
51241,MOTECZUMA
51512,DOCTOR
51514,protomédico
51654,GASPAR DE ROJAS
51656,PEDRO MÁRTIR
51658,ANTONIO DE CASTRO
51672,señor alcalde mayor
51676,LUIS MARBÁN
51680,DIEGO DE SORIA
51682,LUIS ZAPATA
51683,JUAN DE NARDON
51684,SILVESTRE ESPÍNOLA
51685,DIEGO DE JÓDAR
51688,LUIS MAREAN
51711,FRANCISCO DE ÁVILA
51717,PEDRO DE TALAVERA
51720,JUAN DE LOS ÁNGELES
51724,PEDRO ELÍAS
51725,TORIBIO HERNÁNDEZ
51726,BERNARDINO DE GUZMÁN
51742,MARTÍN DORANTES
52012,BERNALDINO DE GUZMÁN
52033,Fran(cis)co de Castañeda
52036,Maj(esta)d
52126,FRANCISCO DE SOLÍS
52132,FRANCISCO DE CASTAÑEDA
52133,BENITO MARTÍNEZ
52134,ALONSO DE SOLÍS
52135,FRANCISCO DE MIRANDA
52136,JUAN DE VERA
52140,GUILLERMO DE SAN FRANCISCO
52142,LUCAS DE MOLINA
52143,CRISTÓBAL DE SANTIAGO
52144,PABLO CIHUA TECPANECATL
52147,DIEGO ATECPANECATL
52148,ANTONIO DE SANTIAGO
52159,NEZAHUALCOYOTZIN
52328,TEZCATLIPOCA
52442,dueño
52737,provincial
52739,venerable padre
52741,JORGE DÁVILA
52758,ANTONIO BAZÁN
52912,TETZOTZOMOCTLI
52934,HUITZILOPOCHTLI
52948,TONACATEUCTLI
52956,MICTL ANTEUCTLI
52962,LA LUNA
52965,HERMANOS DE LA LUNA
53023,mayoral
53225,fraile lego
53230,MIGUEL NAVARRO
53234,FRANCISCO PÉREZ
53237,CRISTÓBAL PIMENTEL
53238,LUIS DE SAN MIGUEL
53240,ANTONIO DE SAN FRANCISCO
53241,MATEO JUÁREZ
53242,ANTONIO DE LOS ÁNGELES
53244,ANDRÉS D’ALPES
53245,LORENZO
53246,FRANCISCO QUACNOCHTLI
53249,ALONSO DE CERVANTES
53252,lengua
53258,ANDRÉS D’ALBIZ
53259,DAMIÁN BRAVO
53261,GABRIEL DE LA CRUZ
53412,ITZCOHUA
53595,FELIPE DE SAN FRANCISCO
53596,ALONSO SANDOVAL
53927,ALONSO DE GALDO
53932,ALONSO DE GUZMÁN
53935,GORDIÁN CASSASANO
53980,testigos
53981,PEDRO DE GUZMÁN
53982,JUAN PÉREZ
53983,ALONSO DE AGUILAR
54099,ACULMIZTLI
54542,ECATOTOTZIN
54549,MARCOS TLACATECATL
54553,DON DIEGO JUÁREZ
54555,PEDRO MALDONADO
54556,FRANCISCO DE SAN JUAN
55010,señores principales
55274,BERNABÉ LÓPEZ PONCE
55281,JUAN RUIZ
55320,JUAN LÓPEZ CACHO
55325,ALONSO CID
55333,BALTASAR DE SANTAMARÍA
55336,LORENZO DE SAN JUAN
55337,JuAN MALDONADO
55340,JACOBO ALEAZARO MENDOZA
55341,FRANCISCO ELÍAS
55342,HERNANDO DE TEJEDA
55343,JUAN DE ALAMEDA
55344,MARCOS VÁZQUEZ
55345,DIEGO FLORES
55346,TOMÁS DE AQUINO
55347,BALTASAR JUÁREZ
55348,MARTÍN MÉNDEZ
55349,MIGUEL DE SUERO
55357,ALONSO DE VILLASANA
55359,GONZALO ORTIZ DE ZÚÑIGA
55360,ANTONIO DE SOBERANES
55361,FRANCISCO ZIMBRÓN
55382,TLECOLISTLE
55383,CHALOTLE
55384,EPCOATLE
55385,TESPOTLE
55530,FRANCISCO DE TERRAZAS
55531,HERNANDO DÁVILA
55582,ALONSO DE ARELLANO
55608,HUITZILOPUCHTLI
55626,TEZOZOMOQUETLI
55926,ANDRÉS DE OLMOS
55945,MARTÍN DE VALENCIA
55946,custodio
55961,comisario general
55963,FRANCISCO DE RIBERA
55975,Nuestra Señora de la Concepción
56196,JACOBO ELEÁZARO DE MENDOZA
56199,HERNANDO TEXEDA
56201,ANTONIO DE SOBRANIS
56205,ALONSO Cm
56223,Lucas Pinto
56242,provincias
56244,Gonzalo de Rojas
56248,Alonso Velázquez Godoy
56359,Huehuetecuhtli
56370,Iztac Tlamacazqui
56371,Acxoyatl Cihuatl
56396,tonalpouhque
56411,tepixques
56668,nahuatlato
56675,Alonso Velázquez
56740,Ahuitecuhtli
56747,Macuil Quiyahuitl
56994,Juan de Manzanilla
57008,Jerónimo Ruiz de Baeza
57122,Nacatecuhtli
57167,fulano López
57168,Monterroso
57203,ídolos
57442,ALonso Velázquez Godoy
57530,Amalpilli
57578,Tetzauhtecuhtli
57579,Cuculetecuhtli
57584,Ahuitzotl tecuhtli
57587,mensajeros
57652,Nochtecuhtli
57655,Ahuehuetl tecuhtli
57691,Michtecuhtli
57692,Diego Osorio
58028,Ahuizotl
58128,Ozomatecuhtli
58137,Tenzonteotl
58374,Cristóbal Rodríguez de Estrada
58375,Jerónimo Rodríguez
58440,Chimalitztli tecuhtli
58466,Andut
58760,Bernardino Casasola
58799,Macuili Achiotl
59101,Ahuitzotzin
59111,Nenepiltatapach tecuhtli
59134,macho
59135,hembra
59480,Cozauhtlachinoli
59493,Citlaltlotli
59494,Coacihuatl
59517,hechicero
59533,Huehuemotezuma
59542,calpixque
59609,Chalchihuitz tecuhtli
59610,Rodrigo
59613,Francisco Rodríguez Magariño
59617,san Francisco
59618,Cristo
59627,fray Juan
59994,Tletecuhtli
60000,Itzcoatzin
60273,Tentzintecuhtli
60455,ALonso Velázquez
60476,Pedro López de Ribera
60479,Toribio de Mediavilla
60485,Jerónimo de Rojas
60489,don Juan
60495,Pedro de Aquino
60501,Cristóbal Tlahuizotl
60664,Juan Martín Gamero
60928,Hernando del Carpio
60930,Francisco Ochoa
60931,Diego García
60932,Felipe de Herrera
60936,Francisco de Ochoa
60961,FERNANDO DE OÑATE
60964,GONZALO GALLEGOS
60967,receptor de su Majestad
60983,DIEGO DE PAZ
60996,padre prior
61065,SAN BERNABÉ
61216,FRANCISCO DE SALCEDO
61234,GASPAR DE ACEBO
61250,Dios nuestro señor
61253,ALONSO AXAYACA
61260,FRANCISCO DE LOYA
61265,LOYA
61283,CARLOS QUINTO
61389,ALONSO DE CUEVAS
61540,San Lucas Evangelista
61545,MARTÍN CANO
61567,FRANCISCO SÁNCHEZ MORENO
61586,MARCOS DE SAN JUAN
61591,PEDRO CABALLERO
61611,FERNANDO CORTÉS
61820,DOMINGO BONIFACIO
61827,JUAN TÉLLEZ
61828,MARTÍN OSORIO
61829,DAMIÁN GALLEGOS
61835,FRANClSCO SÁNCHEZ MORENO
61888,GABRIEL DE CHAVEZ
61893,Excelentísimo
61924,ALONSO ORTIZ DE ZÚÑIGA
61929,LEONEL DE CERVANTES
61935,FRANCISCO DE TEMIÑO
61938,DIEGO DE AGUILERA
62030,FRAILES AGUSTINOS
62147,XOCHITLACHPAN
62148,TECPAXOCH
62149,IZCUIN
62150,HUEY
62151,TECPATL
62152,TENTETEMIC
62153,NANACATL TZATZI
62158,OME TOCHTLI
62159,dios del vino
62160,TEZCATLIPUCA
62163,HUEY TONANTZIN
62167,GRAN MADRE
62170,DIOS DEL VINO
62181,HUEHUE
62186,CHICUEY XOCHITONAL
62187,CHICUEY OCELOTL
62320,TIACANES
62346,MONTEZUNMA
62550,FRAY NICOLÁS DE SAN PABLO
62618,ALONSO DE VILLASECA
62665,JUAN BAEZA
62666,comendador de Cristo
62668,CARLOS
62771,GABRIEL DE CHÁVEZ
63362,Luis Obregón
63371,Diego de Mendoza
63374,Francisco de Guzmán
63378,Pablo de Aquino
63392,Juan de Umaña
63491,Moquihuixtli
63496,señor de Tetzcuco
63497,Nezahualcoyotzin
63498,señor en México
63499,Itzcohuatzin
63525,Huitzilopuchtli
63538,Sol
63547,Titlacahuan
63549,Ome Acatl
63550,Tezcatlipoca
63554,fuego
63555,tlaxicco onoc
63556,ontlalquaya
63574,teopixque
63575,tlenamacac
63593,tequihua
63603,mayorales
63605,tlacatecuhtles
63784,Bartolomé Osorio
63791,Luis de Obregón
63800,Juan de Austria
63803,Bernaldino de Tolentino
63805,Miguel de Medina
63806,Esteban de Mendoza
63807,Juan Enríquez
63905,Tlotli
64007,teopixques
64031,tlacatecuhtli
64032,tlacochtecuhtli
64033,tlilancalqui
64034,ezhuahuacatl
64035,quauhnochtli
64036,tlayacanques
64069,tequihuas
64248,Pedro de Pareja
64305,Diego de Montesinos
64306,Miguel de Rojas
64307,Antonio Delgado
64350,señor de Tezcuco
64386,meleros
64426,Juan Gutiérrez de Liébana
64435,Hernán García Ruiz
64447,Domingo de los Angeles
64450,Leonardo Méndez
64452,Gabriel de Ojeda
64454,Lucas de Tapia
64456,Dionisio Cihuatecpanecatl
64457,Baltasar Martínez
64461,Francisco de Perales
64492,Ome Tochtli
64493,Tepuztecatl
64510,Amatecatl
64595,Motenzuma
64597,Chichimeca Hueytzintecuhtli
64598,Cacamatecuhtli
64599,Montenzuma
64664,Tlacuchcalcatzintli
64665,Tecpanecatzintli
64666,Cihuacoatzintli
65108,Juan Rodríguez
65113,Gabriel De María Ojeda
65148,Gabriel Hernández
65150,Francisco Juárez
65152,Andrés Vázquez
65153,Pedro Cocoliloc
65155,Cristóbal Zoacoacatl
65273,Ichpuchtli
65391,Montezuma el Viejo
65422,Tultecatl Tecuhtli
65444,Ichpuchtli Quilaztle
65471,Matlac Suchil
65493,tlamacazqui
65500,teopixque tlamacazque papahuaque
65552,quachique
65556,Matlac suchil
65879,Ihuitzintecuhtli
65880,Pehualtzintecuhtli
65913,Bernaldino Álvarez
65921,Gabriel Hernández García
65944,Hernán García Ruiez
65957,Pablo Cortés
65960,Martín de San Juan
65961,Gabriel de la Cruz
65963,Juan Hernández
65967,Juan Cano
65968,Bartolomé Zacanpatl
65969,Gaspar Tlacuchcalcatl
65970,Pablo Tlacuchcalcatl
65971,Domingo Nuchtlacatl
65972,Matías Tlacuchcalcatl
66061,Suchiteca Cihuatl
66128,Chichimecatl Cuahueyac
66134,Yaotzin Titlacahua
66437,Miguel de Solís
66473,GASPAR DE COVARRUBIAS
66489,DIEGO CASTAÑÓN
66492,MELCHOR NÚÑEZ DE LA CERDA
66493,FRANCISCO GÓMEZ
66546,CAPITÁN ANDRÉS DE TAPIA
66584,ADRIANO
66591,DIEGO MARTÍN CUADRADO
66592,ÁLVARO GONZÁLEZ
66593,FRANCISCO GÓMEZ BERNAL
66594,LORENZO YÁÑEZ
66595,FRANCISCO VARGAS
66599,JUAN GÓMEZ DE SALAZAR
66758,AXAYACATZIN
66789,QUEQUEX
67267,FELIPE DE CASTILLA
67281,FRANCISCO HERNÁNDEZ DE AVELLANEDA
67299,BACHILLER
67307,Juan de Padilla
67345,Melchior de Contreras
67368,Alonso Pérez
67604,Francisco Fernández de Córdoba
67622,Andrés de Curiel
67633,Felipe de Contreras
67634,Andrés deCuriel
67635,Antonio
67637,Damián Vázquez
68051,Valentín de Jaso
68137,taberneros
68268,Jesús
68315,Martín López
68337,recaudador
68344,recaudadores
68505,Juan de Cabrera
68507,Martín Hernández
68509,Gabriel de la Corona
68512,Domingo de Rojas
68523,Fabián Cortés
68532,DIEGO DE LAS ROELAS
68645,TZITZIPANDAQUARE
68658,doncellas
68664,CURISTICAHERI
68665,URINDECAHUECARA
68940,Antón Bravo
68941,doña María Garao
68945,Alonso de Contreras Figueroa
69010,Francisco de Villegas Quixada
69011,Gonzalo Pérez
69012,Baltasar de Contreras
69036,Tzotzocole
69039,Petlatzin
69042,salteadores
69054,Quauhtecuhtli
69057,Coanatzin
69117,Chimalpopoca
69466,Atlapocatzin
69478,Huitzitl
69548,Itztcoatl
69780,Itzcoatl
70086,cura clérigo
70114,Moctezuma
70342,Tezcatzin
70353,Tuzantzin
70549,Atlapopoca
70563,Tlalnenenqui
70648,Quaquauhpitzahuatzin
70664,Tetzcatlipoca
70818,señor Visorrey
70826,Cristóbal Gentil
70827,clérigo prebítero
70829,Manuel Díaz
70846,Juez
70848,Alonso de Contreras FIGUEROA
70862,Rodrigo Dávila
70873,Diego Xuárez
70874,Miguel de San Pedro
70887,rey Motezuma
71137,mer­caderes
71158,DiegO Suárez
71181,Francisco Sánchez Moreno
71188,Juan Valadés
71190,Alonso Marín
71191,Gaspar de Herrera
71192,Domingo Benítez
71196,Alonso Varela
71199,Gregorio Vázquez
71202,Diego Lorenzo
71205,Andrés Lorenzo
71206,Agustín Martín
71343,Cuicanitecuhtli
71345,cantor
71375,Diego Jaramillos
71684,Moreno
71709,Alonso de Coria
71722,Martín Ramírez
71726,Esteban Gutiérrez
71730,Jusepe de Granada
71731,Pedro de Torres
71804,Tecolotzin
72103,piles
72208,beneficiados curas
72243,Conde de Coruña
72248,Juan Velázquez de Salazar
72249,Juan Bautista de Pomar
72252,Alonso de Villanueva Cervantes
72261,Nezahualpiltzintli
72274,Juan de Zumárraga
72275,arzobispo de México
72276,Carlos Ometochtzin
72294,virreyes
72315,regimiento
72464,Hernando Cortes
72466,Cacamatzin
72486,Ixtlilxuchitl
72488,Tetzotzomoctli
72497,príncipes
72514,mercader
72515,oficial
72516,labrador
72583,Tezcatlipuca
72585,Tlaloc
72863,Quinatzin
72989,Xipe
73003,Tlatlauhquitezcatl
73010,Quetzalcohuatl
73059,carnicero
73121,cihuacohuatl
73123,sacerdote principal
73219,tlamacazque
73229,quetzalcohuatl
73302,Tloque in Nahuaque
73323,embajadores
73368,Citlalpopoca
73522,tetecuhtin
73534,Tetzauhpiltzintli
73554,tetzauhtlato
73556,Huexotzincatzin
73567,príncipe
73673,tlacochcalcatl
73687,nigrománticos
73688,hechiceros
73802,caballería
73978,Tlalcoyotl
74005,Motecuhzuma
74039,Tezozomoctli
74053,Motectzuma
74163,espías
74178,corredores
74434,Antonio de Bazán
74729,Antonio Tlahuitoltzin
74754,doctor
75008,Nuño DE Guzmán
75016,Cristóbal Pérez Puebla
75022,Pablo DE Vertabillo
75028,Alonso de Velasco
75034,Juan de Quezada
75042,Cosme Damián
75045,Alonso Ortiz de Zúñiga
75067,Nuño de Guzmán
75214,Cocotecuhtli
75216,Domigo
75243,Tezcatlipucan
75247,hombre
75282,muchacho
75286,tecuhtli
75490,Juan Destacio
75514,Martín Vázquez
75523,Pablo de Vertabillo
75526,Juan Martín Pérez
75548,"Maj(esta)d,"
75801,señores naturales
76087,señor de Aculma
76246,FRAY JORGE DÁVILA
76455,señor del infierno
76713,FRAILES FRANCISCOS
76722,FRAY MIGUEL NAVARRO
76725,FRAY FRANCISCO PÉREZ
77095,JERÓNIMO DE BAEZA
77255,AXOQUAUZIN
77269,TENCUYOTZIN
77310,MAXTLATON
77311,TENCOYOTZIN
77496,ANTONIO DE ESTEBAN
77498,DIEGO DE SANDOVAL
77514,GERÓNIMO FLORES
77518,DOMINGO DE XEREZ
77570,CRISTÓBAL DE OLID
77685,CIELOS
77897,nuestra Señora de la Concepción
78207,JUAN DE PADILLA
78218,ANTONIO
78406,XlHUTL COZAHUIC
78408,CIHUAPILE
78410,EHUACUEYE
78525,CLÉRIGO
78682,Antón Sánchez
78688,Juan Flores
78696,Diego RuizRC
78698,Sebastián de Enora
78722,Ana de Porras
78756,Diego Ruiz
78764,Fran.co Gutierrez
78770,Alonso Martín
78782,Juan de Castañeda
78833,Hernán Martín
78839,Muy excelente señor
78843,vuestra Excelencia
78845,vuestra Excelen­cia
78861,su Majesltad
78867,excelentísimo príncipe
78869,Nuestro Señor
78870,muy excelente persona
78879,HERNANDO DE VASCONES
78904,JUAN RODRÍGUEZ DE VILLAFUERTE
78942,PADRE BENEFICIADO
78946,ANDRÉS DE ZEBREROS
78960,JUAN Ruiz DE MENDOZA
78962,BALTASAR DE TRUJILLO
78963,ANDRÉS GÓMEZ
78964,MELCHOR DE VARGAS
78985,DIEGO DE ORTEGA
79008,JUAN RODRÍGUEZ DE VILLAEUERTE
79078,SIMÓN DE CUENCA
79193,SACERDOTE
79397,VICARIO
79527,señor general
79812,CURA
79904,JUAN RUIZ DE MENDOZA
79907,JUAN DE SANTA FE
79918,FRANCISCO DE MEDINILLA ALVARADO
79923,GONZALO HERNÁNDEZ
80034,FRANCISCO NOXTI
80157,NOXTI
80186,CAZONCIN
80400,JUAN DE SAN MIGUEL
80410,ALONSO DE PINEDA
80767,nuestra señora de la Asunción
80835,GUATANDO
81064,ANTONIO DE LUNA
81089,BERNALDO
81097,JUAN DE PAVIA
81158,PERECHE
81470,r RAY
81510,FRANCISCO DE MEDINlLLA ALVARADO
81526,CALTZONTZIN
81528,VASCO DE QUIROGA
81547,ALONSO MARTÍNEZ
81554,DIEGO DE FUENLLANA
81563,SEBASTIÁN ALEMÁN
81565,FRANCISCO DE SARRIA
81567,JUAN PURUATA
81573,MARTíNEZ
81581,Santidad
81617,EMPERADOR
81637,tintoreros
81640,PHAZTZA
81709,EL MARQUES
81725,TANGA JUAN
81726,TZINTZICHA
81730,CAZONZI
81743,CACZOLI
81747,FRANCISCO
81750,NUÑO DE GUZMAN
81762,Nulo DE GUZMÁN
81768,FRANCISCO TARIACURI
81770,ANTONIO HUITZIMENGARI
81778,PABLO
81784,TANGAJUAN
81926,caldereros
81927,campaneros
81928,torneros
81929,entalladores
81931,plumajeros
81935,músicos
81968,VASCO
81975,San Nicolás
81994,MARTÍNEZ
82008,HERNÁN PÉREZ DE BOCANEGRA
82017,SEBASTIÁN MACARRO
82036,DIEGO ENRÍQUEZ
82038,"DOMINGO, DE MEDINA"
82039,MEDINA
82044,PEDRO YSTA
82056,DOMINGO DE MEDINA
82061,ANTONIO Oco
82063,FRANCISCO CHICHINIZTA
82065,CATALINA
82335,nuestra señora de la Concepción
82347,EL CAZONCI
82349,MUCTECZUMA
82455,Razón
82468,razón
82611,CRISTO
82697,ALONSO THARENGO
82698,BENITO CONAPO
82699,PEDRO TZURIQUI
82811,ALONSO DE ÁVALOS
82812,ÁVALOS
82827,ALONSO DE AVALOS
82832,FERNANDO DE ALVARADO
82836,MARTÍN LÁZARO
82942,TLAZUTZIN
82943,FRANCISCO COMA
83080,san Juan
83149,ZUMITE
83152,JUAN
83154,JuAN
83156,LÁZARO
83158,JUAN GÓMEZ
83197,priostes
83255,LORENZO GUTIÉRREZ
83256,JUAN DE LEYVA
83271,PEDRO DE VILLEGAS
83305,escribanos
83306,lectores
83495,JERÓNIMO DE OROZCO
83505,CONDE DE LA CORUÑA
83526,prelado
83527,siervo
83531,JUAN DE MEDINA RINCÓN
83555,SEBASTIAN MACARRO
83564,Pedro de Villela
83572,FRANCISCO TOSCANO GORJÓN
83578,PEDRO DE VILLELA
83597,LOPE MARTÍNEZ TINOCO
83598,ALONSO PÉREZ
83599,JUAN PÉREZ DE VARGAS
83601,FRANCISCO TOSCANO
83618,JOAQUÍN
83633,Testigos
