,Text
147591,MATRIMONIO
147668,idolatraron
147675,sacrificáronle
147874,ayuntamiento
147875,revolución
147883,castigaron
147903,alzó
147983,residencia
147995,tasas
148083,tasen
148111,cuentas
148183,salarios
148897,Tributa
149838,tributen
150276,tasan
150477,tributado
151709,pagan tributo
152158,bellaquería
152399,volaterías
152407,coma
152489,mojarse
152827,hacer sal
153259,exploraron
153279,volaban
153281,echando fuego
153307,puso leyes
153308,pagasen tributo
153309,pagar tributo
153316,instituyó
153317,nombró
153329,penas
