,Text
101460,moliendas
101524,panes
101692,beneficia
101956,ayuntamientos
101967,oficios
101973,Viven
102035,cristiana
102297,obras públicas
102385,cobraba
102418,recreaciones
102424,pagas
102430,beneficiaban
102474,platicaban
102506,juzgar
102507,litigantes
102509,litigaban
102515,sentenciaban
102518,chinchorrerías
102533,libertad
102575,guerreros
102580,cuadrilla
102612,muelen
102646,repartimientos
102809,venta
102813,Venta
102904,beneficios
103029,guisado
103036,cocina
103053,asan
103054,tostándolo
103106,pegujales
103122,beneficie
103123,hile
103261,cantan
103271,canta
103280,mineros
103375,telares
103376,obrajes
103396,tendezuelas
103423,trabajos
103424,obras
103927,apretaban las cabezas
103932,Señoreó
103950,pintaban
104260,Señoreábalos
104627,sacrificábanles
104628,sacábanse
104635,desterrarlo
104799,vendido
106694,doctrina cristiana
107217,plantaron
107301,Tributan
107344,conquistarlo
107559,bebiéndolo
107692,administración de la doctrina
107757,bébenlo
107980,administra la doctrina cristiana
108090,pequería
108263,autoridad
108615,véndenlo
108745,bautizarlos
108750,administraron
108852,regía
109030,comidas
109183,sustenta
109206,cultivada
109304,milpan
109312,visitarlos
109313,confesarlos
109398,fundan
109449,tocando
109453,echando sahumerios
109457,rogaban
109475,suceder
109478,sucedían
109486,sucediendo
109501,heredando
109505,reconocer obediencia
109513,ofrecido
109516,horadándoles
109531,confirmaban
109555,tocaban
109557,hiciesen oración
109561,hacer sus oraciones
109562,echar sahumerios
109564,bañado
109610,sacábanle el corazón
109705,mitoti
109755,cociéndolo
109890,batanes
110009,planta
110016,criarse
110060,Cultívanlos
110177,Véndela
110262,gasta
110270,Gástase
110276,proveerse
110283,gastan
110456,costó
110844,señorearon
111002,desovar
112039,comiesen
112081,poblazones
112185,tomándola
112574,cesteros
112662,sacrificase
112933,reprehendían
112950,paces
112971,cosida
113564,doctrinasen
113602,predicar
113616,ofician
113629,milperías
113728,edificaron
113888,bautizábanse
113907,g****erra
113999,sembraba
114951,crianzas
114966,Gobernaba
115046,aprender
115118,culto divino
115176,reinaban
115195,ordenó
115335,embijaban
115385,labrada
115404,bautismos
115405,confirmaciones
115668,rebelar
115880,conquistara
115954,agoraban
115960,rezando
115969,conjuros
116001,ofrezco
116552,idolatraba
116564,sahumándoles
116578,ayunasen
116608,labrasen
116609,cultivasen
116857,cultivándolos
117026,fundada
117731,sacrificábanle armados
117785,bautizan
117852,poblada
117869,encomedaron
117932,enseñan
117933,oficio divino
117986,casábanse
118008,mandó
118190,embijados
118212,Horadában
118243,sembrada
119608,tributa­rios
120211,arar
120213,cosechas
120729,divinos oficios
120784,enseñó
121534,edificó
121536,edificados
121566,adorasen
121630,Casaban
121652,mandan
121978,quemándoles
122384,pacificaron
122412,conquisaron
123122,Pagaban
123142,adoran
123328,hacienda
123339,sufragios
123905,pleamar
124138,tasado la justicia
124206,mercadurías
124369,sacrificaban sangre humana
124376,peleas
124597,siembran maíz
124666,tributo maíz
124668,tributo siembran
125035,poblóla
125037,conquistaba
125147,gobérnaba
125784,pueblan
125876,embijábanse
126022,repartir
126154,bodas
126167,cocía
126249,despoblar
126429,bendecía
126500,vendiesen
126577,plantadas
126590,posesión
126684,casase
126691,casé
126741,granjerias
126888,Gobierna
127102,dolatrías
127190,pagamos
127294,alzarse
127378,Fundóse
127773,administrar los sacramanetos
127950,juzgaban
128009,trasquilaban
128013,trasquilarse
128018,justa
128362,apaciguados
128398,poblase
128564,cantores
128677,conquistamos
128810,cazaderos
129006,conquistasen
129054,teñir
129090,pascuas
129128,encomendados
129167,repartieron
129356,conquistarlas
129387,repartiendo
129601,escaramuzas
129618,rebelada
129619,pacificarlos
129629,justiciándolos
129893,congregaciones
130278,pacificando
130442,sahumándola
130511,ofrecerlo
130545,bautizaba
130636,poblándolos
130637,trabajándolos
130990,contrataciories
131079,prebendas
131447,mudaron
131565,vendemos
131682,guazabaras
132028,conquistándolas
132051,asentar
132055,poblaba
132105,repartió
132545,conquitó
132630,poblasen
133099,hílanlo
133174,sacan
133314,adorase
133331,Conquista
133636,ofrecían sacrificio
134016,sacristía ornamentos
134170,cargo
134199,flechaderos
134594,cavar
134947,guardar
135965,armada
136053,alzamiento
136075,pacificarlo
136217,adorarían
136285,colmenares
136379,idolatria
136419,predicado
136453,Sacrificios
136521,Fundóla
136551,oráculo
136588,aprovecharse
136668,plantándola
136670,plantarla
136914,regándolo
136940,regándolas
136957,regarlas
137095,conjurarlas
137351,fundadas
137667,confesarles
137677,casa
137678,vela
137679,bautiza
137774,poblarla
138413,sepultaban
138459,Gobernó
138735,sacrificábanlos
138747,negociaban
138816,enmaderar
138832,ragadío
138847,ara
139128,acarreo
139225,predican
139417,deprendiesen
139764,case
139895,areytos
139966,brear
140831,retazaban
140848,ayunase
141689,deprendan
141986,industria
142027,casen
142255,tianguis
142763,encendían
143329,plantando
143463,descuartizaban
143466,confiscaban
143473,sentencia
143475,apelación
143579,maltratados
143583,faenaban
143596,sirven
143598,cavamos
143656,contarnos
143657,tasarnos
143843,confiesen
143858,confesasen
143912,tejiese
143984,tasaron
144391,Siémbrase
144671,Tasó
144846,tasarle
145305,tasó
145433,industrias
145465,gobierno espiritual
145907,sembraduras
146274,POLICÍA
146275,TRATO
146301,sacramentan
146323,milpa
146355,cocer
146482,Oficios
146505,herrerías
146506,zapaterías
146788,castigádola
146792,sacrificábala
146800,castigó
146801,penó
146879,tratarlo
147332,SACRIFICIOS
147340,SACRIFICIO
147388,GUERRA
147393,hechicerías
147471,RITOS
147472,SIEMBRA
147494,invocaba
147501,semillar
147503,PESCA
147504,CAZA
147524,incensaba
147539,CEREMONIAS
147590,nauitia
