,Text
45390,flautas
45392,trompetas
45593,tilmas
46138,juego de pelota
46239,cuchillas
46684,jagüeyes
46771,puntas de navajas
47246,puntas
47259,cuchilla
47339,almetes
47360,tiaras
47384,tocados
47387,ropetas
47408,traje español
47502,hueso
47503,colmillo
47853,jaspes
47854,mármoles
47855,piedras de estima
47856,piedras ricas
47927,cuartones
47928,planchas
47950,grana
48430,jaula
48664,cordoncillo
48669,faldones
48675,morriones
48702,chalchihuis
49261,coselete
49652,lanternillas
50074,papeles
50659,TLACHTLI
51261,HUIPIL
51262,enaguas
51269,TROZO DE ÁRBOL
51289,CACLES
51307,mazas o porras
51364,colmillos
51859,MASTEL
52315,HUIPILES
52341,piedra grande de esquina
52354,plumas blancas
52355,engrudo
52366,XICOLES
52373,varas delgadas
52397,pellejo
52437,manojos
52466,cadenas
52521,saetas
52564,pliegos de papel
52607,ventalle de plumas
52611,MAXTLE
52864,oráculo
52930,ICHTILMATES
52932,METZONTLI
52993,betún amarillo
52994,XAHUALLI
53008,QUACHTLI
53073,cueros de animales
53151,pólvora
53415,MAXTLI
53455,pelos de conejos
53458,pellejos de animales
54105,henequén
54109,instrumentos de guerra
54164,honda
54168,casquetes
54317,aguja
54429,cuentezuelas
54599,tambores
54766,artesas
54768,pala de horno
54769,anzuelos
54793,fustes
56349,ichcatl
56915,huaxquahuitl
56919,paletas de hierro
57279,cántaro
57625,palos arrojadizos
59563,varas arrojadizas
59751,mina
59857,batea
59858,apaztle itic
60057,palos con porras
60106,campana
61421,lienzo de algodón
61422,capa de algodón
61424,ICHCAHUIPILES
61425,arneses
62257,instrumentos viriles
62260,MECAPAL
62373,OTLATL
62378,armas arrojadizas
62411,joyuelas
62775,PINTURAS ANTIGUAS
63588,leños
63617,petos
63687,cabrestos
64052,sartal de cabezas
64053,quahuatzalli
64059,tecpatopilli
64071,tozhuipilli
64643,hacha
64690,picas
64806,calzados
64808,tabla
64875,ocotes
64876,teas
65316,huehuetl
65417,suchiles
65548,crestas
65551,quetzalpatzactli
65569,Maxtles
65600,tequachtle
66200,máscara
66201,tzitzimitl
66794,vasillos
67072,palillo
67525,copales
67787,punta de un maguey
67828,pífano
67842,zaragüelle
68400,bandas
68402,tocas
68704,espaldares
68706,nudillo
68767,tiestos
68794,cordobanes
68811,cuchara
69181,vendas
69186,anjeo
69289,tablillas
69570,estraza
69744,dine­ro
69759,orejera
69761,arillo
71042,piles
72522,barretillas
72535,vestimentas
72536,arreos
72573,topacios
72574,turquesas
72577,riquezas
72595,bezote
72596,caracol
72603,sartas
72605,teoxihuitl
72607,joyel
72609,brazalete
72618,grebas
72626,teotopili
72633,estrado
72636,setos
72690,caracol blanco
72695,capelete
72697,estampas
72750,sarta
72785,cofre
72787,techcatl
72792,escalera
72801,guijarros
72831,envoltorios
72832,líos
72869,púas
72911,lebrillo
72942,cobre
73092,molino
73095,cuerda
73117,teponaztli
73140,vestía
73198,hábitos
73212,juncos
73362,huso
73363,rueca
73391,escobas
73406,cucharas
73420,pica
73434,preseas
73473,mesa
73573,corona
73574,insignia real
73587,braseros
73613,dones
73732,caja
73738,bulto
73852,tova
73894,hornillo
74101,jaquetillas
74102,ichcahuipili
74173,bagaje
74529,puertas
74548,resinatea
74553,ventanas
74653,comal
74734,Grana
74856,cendradas
75274,sahumerio
75896,cuero desollado
75960,CHIQUIHUITE
75964,CHIQUIHUITES
77263,AYATES
77283,TOCHOMITE
77332,barbotes
77994,UNA PIEDRA
79551,chamarras de sayal
79669,goma
79672,SUCHICOPAL
79678,TECOMAHACA
80200,MASTELES
80559,canutillo
80643,tablazones
80964,cruces
81731,alpargate viejo
81742,alpargates viejos
81744,CACTLE
81812,peto
81813,hilos
81817,clavas
82211,zapato
82293,guarniciones
82294,torzales
82296,casullas
82297,frontales
82303,santísimo sacramento
82310,campanas
82390,camisillas
82424,ITZTLE
82571,tafetán
82673,arcabuces
82674,ballestas
82725,TLAHUITOLES
82727,MITL
82730,CANICUQUA
82732,PIHTAQUA
82734,ATAPU
82736,CHIMALLI
82755,TECOMATES
82962,XICARAS
83103,piedras ásperas
83107,cazuela
83177,misales
83178,cálices
83341,jarro
83453,regalos
84345,VESTIDO
84347,alcandoras
84354,ACAHUECUA
84359,ARMAS
84379,ESCUAIPILES
84380,TRAJES
84383,GUAYPILES
84663,reatas
85421,limosnas
85947,frazadas
86138,olla adorada
86356,IQUIPAL
86364,ESGÜIPILES
86365,corazas
86371,CHIMALES
86568,gomas
86690,horcones
86793,vela
86794,papahigo
86795,triquete
87266,Ídolo
87268,pañuelos
87269,algodones
87430,trapos
87514,carcajes
87525,telas
87534,arrodela
87537,ICHCAXICOLl
87538,colchas
87542,colcha
87545,escarcelas
87857,tinaja
88006,jagüey
88040,hamacas
88199,aljófar
88200,perlas
88260,escamas
88502,heredades
88557,MEMORIALES
88867,manteles
88868,servilletas
88872,cubierto
88875,pipas
89062,armados
89063,cotas
89064,cuera
89067,flechazos
89071,mercaduría
89072,flechazo
89077,gamuza
89078,cota
89083,ICHCAHUIPIL
89108,doctrina cristiana
89358,LIENZO
89540,basquiñas
89610,puyas
89625,vasija
89681,pedradas
90225,Silla
90817,casaquetas
90825,ropas de terciopelo
90826,gualdrapas de terciopelo
90837,botines
90866,dote
91011,calabazas
91053,teñir
91418,sábanas
91423,suela
91589,herrajes
92679,ajedrez
93056,ropilla
93057,GUANGOCHE
93087,CURINGUA
93094,trompa
93133,TAPINZIRAN
93203,marquesotas
93298,CURIRAXAQUA
93431,calderillas
93592,plana
93907,altares
93993,estaca
94487,TAXAMANILES
94516,arados
94521,escritorios
94522,escribanías
94708,pastillas
94810,ladrillejos
94827,azadones
94828,hoces
94846,jerga
94898,copo
94904,telares
94911,cotonías
94921,lanzadera
94935,llaves
94937,candeleros
94938,bacinicas
94996,chucherías
95109,lámpara
95168,ábito
95194,chirimías
95196,orlos
95197,vihuelas de arco
95202,órganos
95836,ministriles
95927,corambre
95981,PINTURAS
96023,estandartes
96704,tinta negra
96962,añiles
97564,chamarrillas
98036,chamarrilla
98287,maromas
98381,plumajería verde
99506,puntas de diamante
99941,resina blanca
100471,jarrillos
100646,pellejo de venado
101257,esmeralda
101427,aljibes
101459,piedras de molino
101882,calzón
102400,sayas
102402,maxtlatl
102408,cactli
102443,macehualiztli
102459,saeta
102567,patolquachtli
102592,ichcahuipilli
102615,platos
102618,comales
102803,lanas
102870,brasa
102877,carbón
102879,fraguas
102949,hornillos
103119,lino
103173,hilitos
103288,aras
103332,trojas
103339,cuezcomatl
103379,jergas
103595,reloj
103597,libro de regimiento
103696,dientes
103805,loza
103819,machetes
103976,ballesa
103979,cueras
104918,cartas de marear
107140,figuras de piedras
107151,palos agudos
107613,redes de pescar
107614,la red
107616,matlatl
107724,figuras de piedra
107898,güipil
107899,sambenito
108154,botijas
108201,lastre
108434,chiquibites
108462,policías
108769,espuertas
108771,canastas
108790,mantos
109003,cuchillo
109288,molinos
109350,jarros
109377,trompeta
109450,trompetas de calabazas
109580,sahumerios de copal
109641,reliquias
109648,tilmatl
109649,rajuelas de tea de pino
109651,ocotl
109682,asta
109686,itzquahuitl
109690,itztli
109692,quahuitl
109699,rodelas de caña
109727,nagua
109729,huipilli
109730,sobrepelliz
109736,huipilles
109743,tocado
109762,plato
109764,comalli
110099,hopillo
110106,taza
110110,petatl
110128,tlapalli
110277,Mantas
110285,güipiles
110294,ladrillo
110310,historias pintadas
110313,altar
110314,imágenes de santos
110322,juego de ajedrez
111268,jaez
111301,tapiería
111321,ripia
111323,tejamanil
111421,cables
112667,Quetzal
112920,jacos
113485,herraje
113595,Santísimo Sacramento
113831,paties
113912,caxetilla
113913,jaquetilla
113924,sandalias
113927,gorguera
113930,cuenta
113940,camisitas
113942,guaupil
114145,cáliz
114146,patena
114148,misal
114149,breviarios
114156,sacabuches
114167,almohadas
114672,redecilla
114673,escapulario
115027,retablos
115305,rodelas de varillas
115317,venda
115329,toca
115334,ámbar
115358,tochomite
115359,tochomit
115985,tun
115986,kan
116024,vasitos
116074,chulul
116076,halal
116079,nabte
116082,chimal
116087,cuyub
116088,kuyub
116089,escaupil
116090,iscahuipil
116157,manto de gitana
116167,guaypil
116173,estambre
116175,tuchumyte
116308,campanillas
116318,instrumentos de música
116324,frontales de damasco
116567,pom
116641,dagas
116647,escuypil
116674,plantillas
116695,tira
116702,anillos
116721,camiseta
116731,tuchumite
116997,mercadería
117337,norias
117420,cerbatana
117539,yubte
118130,pati
118145,piedras preciadas
118705,pabellones
119478,xiquipil
119979,manga de terciopelo
119995,mántas
120485,jaquetillá
120516,huaypil
120671,choyos
120672,ch'oy
120675,arcaduses
120759,apretador
120762,manillas
120765,cuzcatl
120766,cuzca
120943,guipil
121122,guipiles
121262,xicoles
121264,chamarretas
121268,betunes
121363,ornato
121392,pipa
121620,albarradas
121621,flechaderos
121623,cornetas
121693,manga
121694,terciopelo
121696,ornatos
121944,cangilones
122046,quai piles
122047,huipi
122310,Santos Sacramentos
122324,ornamento
123664,Magdalena
123665,María
123666,Catalina
123757,orejuelas
124137,arancel
124357,chalchiuites
124436,sombra
124437,sombras
124445,sedas
125184,ties
125449,patiejos
125465,cordel
125854,cabos
126098,anzuelo
126217,haleb
126223,armais
126225,rolletes
126312,manto
126314,calzaba
126323,costal
126525,calabazo
126904,herraduras
127070,chilul
127468,pon
127486,fajuela
127920,plumaje
127937,copa
127970,hierros
127995,xiqul
127996,xicol
128005,rapacejos
128007,ex
128011,tizón
128016,arandela
128027,kubul
128028,k'ubul
128038,zuyem
128039,suyem
128047,gueypil
129019,cuescas
129149,basquiñas españolas
129262,mayate
129263,ayat
129431,cuzcas
129432,corales
130153,macetas
130181,alba
130388,hisopo
130392,casulla
130394,monacillo
130398,corteza
130460,hachos
130466,reliquia
130475,caracolejos
130571,chaqueta
130574,maxtat
130579,pañuelo
130581,habitillo
130583,masteleos
131000,cuentas coloradas
131001,coral
131002,jeme
131017,patíes
131896,cuentas de caracoles coloradas
132240,hueypiles
132403,cubos
132598,marcos
132783,maxtates
133086,gueypiles
133089,tochomitl
133127,choios
133166,noria
133343,reata
133346,toballa
133352,piq
133353,pik
133364,nahuas
133369,cofias
133628,trementina
134204,flechería
134220,espejuelos
134223,pedrezuelas
134227,cincha jineta
134464,astas
134476,choben
134477,ch'oben
135211,herrada
135739,hupil
136111,escuypiles
136112,iscahuipíl
136115,antifaces
136237,Cruz
136420,Santo Evangelio
136824,hornillas
137256,tochumíte
138724,rodelillas
138922,aderezos
139036,escaopil
139043,cosete
139046,faldillas
139268,órgano
139632,escaopiles
139633,cosetes
139691,xah pot
139715,cordobán
139736,3ooh
139737,zaki
139744,pot
139748,uk
139828,caldera
139879,plomada
139965,pez
140150,herramienta
140864,soga
141177,costalillo
141910,chamarreta
141911,ropeta
142765,batey
142766,ule
143446,piedras de valor
143960,plumeria
143974,tinturas
144608,terno
144612,cordones
144620,corporales
144629,vinajeras
144635,acetre
144638,custodia
144647,roquetes
144686,cá iz
144695,albas
144756,campanilla
144806,atril
144817,cadejillo
145051,ciriales
145193,mercancías
145540,lumbres
145643,inciensos
145702,cerbatanas
145999,bota
146070,tamborcillos
146118,remos
146204,yunque
146330,óleo
146356,alhajas
146364,hachuela
146429,pañales
146434,cantarillos
146457,Manta
146489,jicaras
146490,vajillas
146507,tornos
146728,ungüento
146938,áncoras
146968,silla jineta
147030,batán
147054,tinteros
147127,botija perulera
147283,diadema
147288,báculo
147310,banco
147342,atabales
147346,braseritos
147447,navajón
147753,ropaje
147754,tocaduras
147757,cofrecito
147760,pileta
147763,cazolejas
147767,pila
148327,alfajías
148328,calzontes
149528,toldillos
149631,costales
149924,brocados
150024,cajetes
150100,bálsamo
150911,aguilillas
150912,patenas
151977,Reportorio
152415,alfanjes
152422,saragüeles
152804,eras
152824,vasos de lagares
152884,ruanes
152885,navales
152887,tafetanes
152899,velas
153060,remo
